RG,SITE_ID,SITE_EPA_ID,SITE_NAME,SITE_STRT_ADRS1,SITE_STRT_ADRS2,SITE_CITY_NAME,SITE_STATE,SITE_ZIP_CODE,SITE_CONG_DISTRICT,SITE_CNTY_NAME,SITE_FIPS_CODE,LATITUDE,LONGITUDE,ALT_AGREEMENT,NPL,FF,NON_NPL_STATUS,FULL_ADDRESS,COORDINATES,SITE_URL
8,800546,SDD000823559,WILLIAMS PIPE LINE CO. DISPOSAL PIT,5300 W 12TH ST,,SIOUX FALLS,SD,57107,00,MINNEHAHA,46099.0,43.545281,-96.795869,N,Deleted from the Final NPL,N,N,"5300 W 12TH ST, SIOUX FALLS, SD, 57107","(43.543979, -96.798418)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800546
4,404152,TN1890090003,OAK RIDGE RESERVATION (USDOE),BETHEL VALLEY ROAD,,OAK RIDGE,TN,37830,03,,,35.924719,-84.390139,N,Currently on the Final NPL,Y,Y,"BETHEL VALLEY ROAD, OAK RIDGE, TN, 37830","(35.9761038, -84.2362338)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0404152
4,404159,TN4210020570,MEMPHIS DEFENSE DEPOT (DLA),2163 AIRWAYS BLVD,,MEMPHIS,TN,38114,"07,08,09",SHELBY,47157.0,35.093333,-90.003333,N,Currently on the Final NPL,Y,Y,"2163 AIRWAYS BLVD, MEMPHIS, TN, 38114","(35.08704582051282, -89.98790012820513)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0404159
4,405179,TND987767795,ICG ISELIN RAILROAD YARD,ISELIN ST,,JACKSON,TN,38301,08,MADISON,47113.0,35.6025,-88.797689,N,Deleted from the Final NPL,N,N,"ISELIN ST, JACKSON, TN, 38301","(35.6044117, -88.8034928)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0405179
4,405465,TND987768587,CLINCH RIVER CORPORATION,728 EMORY DRIVE,,HARRIMAN,TN,37748,03,ROANE,47145.0,35.93195,-84.539381,N,Currently on the Final NPL,N,N,"728 EMORY DRIVE, HARRIMAN, TN, 37748","(35.9300985, -84.5448542)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0405465
4,402275,TNN000402275,FORMER CUSTOM CLEANERS,3517 Southern Avenue,,MEMPHIS,TN,38111,09,SHELBY,47157.0,35.115114,-89.945,N,Currently on the Final NPL,N,N,"3517 Southern Avenue, MEMPHIS, TN, 38111","(35.115773964227465, -89.94507004456213)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0402275
4,410124,TNN000410124,"WALKER MACHINE PRODUCTS, INC.",459 WASHINGTON STREET,,COLLIERVILLE,TN,38017,08,SHELBY,47157.0,35.041589,-89.653469,N,Currently on the Final NPL,N,N,"459 WASHINGTON STREET, COLLIERVILLE, TN, 38017","(35.042345289304926, -89.65389663525742)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0410124
4,403623,TND007018799,"AMERICAN CREOSOTE WORKS, INC. (JACKSON PLANT)",307 MEADOW ST,,JACKSON,TN,38301,08,MADISON,47113.0,35.61,-88.8355,N,Currently on the Final NPL,N,N,"307 MEADOW ST, JACKSON, TN, 38301","(35.611205877620016, -88.83491798380503)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403623
4,403684,TND044062222,CARRIER AIR CONDITIONING CO.,97 S BYHALIA RD,,COLLIERVILLE,TN,38017,07,SHELBY,47157.0,35.043331,-89.690411,N,Currently on the Final NPL,N,N,"97 S BYHALIA RD, COLLIERVILLE, TN, 38017","(35.0417960006822, -89.68920480953102)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403684
4,403771,TND073540783,ILLINOIS CENTRAL RAILROAD COMPANY%27S JOHNSTON YARD SUPERFUND SITE,2921 HORN LAKE ROAD,,MEMPHIS,TN,38109,09,SHELBY,47157.0,35.068889,-90.069722,Y,Not on the NPL,N,N,"2921 HORN LAKE ROAD, MEMPHIS, TN, 38109","(35.070690039132494, -90.06668742325733)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403771
4,403783,TND075453688,MALLORY CAPACITOR CO.,BELEW DRIVE,,WAYNESBORO,TN,38485,04,WAYNE,47181.0,35.317638,-87.758611,N,Currently on the Final NPL,N,N,"BELEW DRIVE, WAYNESBORO, TN, 38485","(35.3184376, -87.7600438)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403783
4,403822,TND096070396,ROSS METALS INC.,100 N RAILROAD STREET,,ROSSVILLE,TN,38066,07,FAYETTE,47047.0,35.049167,-89.548611,N,Currently on the Final NPL,N,N,"100 N RAILROAD STREET, ROSSVILLE, TN, 38066","(35.04856628972843, -89.54805876017913)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403822
4,406753,TND098071061,SMOKEY MOUNTAIN SMELTERS,1508 MARYVILLE PIKE,,KNOXVILLE,TN,37920,02,KNOX,47093.0,35.919444,-83.925833,N,Currently on the Final NPL,N,N,"1508 MARYVILLE PIKE, KNOXVILLE, TN, 37920","(35.920781669983405, -83.92617810001278)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0406753
4,404004,TND980728836,MURRAY-OHIO DUMP,GLENN SPRINGS RD,,LAWRENCEBURG,TN,38464,04,LAWRENCE,47099.0,35.2275,-87.361111,N,Currently on the Final NPL,N,N,"GLENN SPRINGS RD, LAWRENCEBURG, TN, 38464","(35.2430843, -87.3606242)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0404004
4,404007,TND980729172,AMNICOLA DUMP,AMNICOLA HWY,,CHATTANOOGA,TN,37406,03,HAMILTON,47065.0,35.0625,-85.276389,N,Deleted from the Final NPL,N,N,"AMNICOLA HWY, CHATTANOOGA, TN, 37406","(35.0732937, -85.268618)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0404007
4,407378,TNN000407378,SMALLEY-PIPER,719 PIPER STREET,,COLLIERVILLE,TN,38017,09,SHELBY,47157.0,35.044444,-89.685833,N,Currently on the Final NPL,N,N,"719 PIPER STREET, COLLIERVILLE, TN, 38017","(35.04494896777976, -89.68615631252466)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0407378
4,410203,TNN000410203,ALAMO CONTAMINATED GROUND WATER,SOUTH BELLS STREET,,ALAMO,TN,38001,08,CROCKETT,47033.0,35.784153,-89.118022,N,Currently on the Final NPL,N,N,"SOUTH BELLS STREET, ALAMO, TN, 38001","(35.779274, -89.1174035)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0410203
6,605015,TX0001399435,CITY OF PERRYTON WELL NO. 2,NORTH AMHERST STREET AND SANTA FE AVENUE,,PERRYTON,TX,79070,13,OCHILTREE,48357.0,36.400556,-100.804722,N,Currently on the Final NPL,N,N,"NORTH AMHERST STREET AND SANTA FE AVENUE, PERRYTON, TX, 79070","(36.401557, -100.8046204)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605015
6,601644,TXD007330053,GARLAND CREOSOTING,3915 GARLAND ROAD,,LONGVIEW,TX,75602,01,GREGG,48183.0,32.442272,-94.710903,N,Currently on the Final NPL,N,N,"3915 GARLAND ROAD, LONGVIEW, TX, 75602","(32.470788, -94.725632)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0601644
6,601695,TXD008056152,TEXARKANA WOOD PRESERVING CO.,1001 LUBBOCK ST.,,TEXARKANA,TX,75501,14,BOWIE,48037.0,33.408331,-94.053339,N,Currently on the Final NPL,N,N,"1001 LUBBOCK ST., TEXARKANA, TX, 75501","(33.408887, -94.052491)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0601695
6,605008,TXD008083404,"MANY DIVERSIFIED INTERESTS, INC.",3617 BAER STREET,,HOUSTON,TX,77020,18,HARRIS,48201.0,29.767778000000003,-95.331667,N,Currently on the Final NPL,N,N,"3617 BAER STREET, HOUSTON, TX, 77020","(29.768121163265306, -95.3336652244898)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605008
6,602033,TXD055337281,"STEWCO, INC.",FM 9 1 & 1/2 MI S OF I-20,,WASKOM,TX,75692,01,HARRISON,48203.0,32.465831,-94.069169,N,Deleted from the Final NPL,N,N,"FM 9 1 & 1/2 MI S OF I-20, WASKOM, TX, 75692","(32.5606538, -94.0834601)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602033
6,607012,TXD057567216,"ELDORADO CHEMICAL CO., INC.",14350 LOOKOUT RD.,,LIVE OAK,TX,78233,28,BEXAR,48029.0,29.568833,-98.350042,N,Currently on the Final NPL,N,N,"14350 LOOKOUT RD., LIVE OAK, TX, 78233","(29.568984, -98.3614813)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0607012
6,605132,TXD057577579,R & H OIL/TROPICANA ENERGY,403 SOMERSET ROAD,,SAN ANTONIO,TX,78211,20,BEXAR,48029.0,29.372203000000006,-98.537608,N,Proposed for NPL,N,N,"403 SOMERSET ROAD, SAN ANTONIO, TX, 78211","(29.37135410444435, -98.53715325071437)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605132
6,602570,TXD980623904,"KOPPERS CO., INC. (TEXARKANA PLANT)",WEST 3RD ST,,TEXARKANA,TX,75501,04,BOWIE,48037.0,33.416669,-94.065,N,Currently on the Final NPL,N,N,"WEST 3RD ST, TEXARKANA, TX, 75501","(33.4184532, -94.0644217)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602570
6,602601,TXD980625453,"BRIO REFINING, INC.",2501 DIXIE FARM ROAD,,FRIENDSWOOD,TX,77089,22,HARRIS,48201.0,29.57,-95.203331,N,Deleted from the Final NPL,N,N,"2501 DIXIE FARM ROAD, FRIENDSWOOD, TX, 77089","(29.5671212, -95.2053207)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602601
6,602703,TXD980697114,ODESSA CHROMIUM #2 (ANDREWS HIGHWAY),5201 ANDREWS HWY,,ODESSA,TX,79762,11,ECTOR,48135.0,31.8934,-102.3905,N,Deleted from the Final NPL,N,N,"5201 ANDREWS HWY, ODESSA, TX, 79762","(31.89284825, -102.38874591476367)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602703
6,602800,TXD980699656,PESSES CHEMICAL CO.,2301 S MAIN ST,,FORT WORTH,TX,76110,33,TARRANT,48439.0,32.7174,-97.3256,N,Deleted from the Final NPL,N,N,"2301 S MAIN ST, FORT WORTH, TX, 76110","(32.71831270408163, -97.32646997959183)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602800
6,602803,TXD980745574,UNITED CREOSOTING CO.,2ND & HILBIG,,CONROE,TX,77301,08,MONTGOMERY,48339.0,30.331669,-95.456669,N,Currently on the Final NPL,N,N,"2ND & HILBIG, CONROE, TX, 77301","(30.335349, -95.456901)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602803
6,602920,TXD980864763,CRYSTAL CITY AIRPORT,101 E DIMMIT,,CRYSTAL CITY,TX,78839,23,ZAVALA,48507.0,28.6969,-99.8176,N,Deleted from the Final NPL,N,N,"101 E DIMMIT, CRYSTAL CITY, TX, 78839","(28.678716, -99.828295)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602920
6,602922,TXD980864789,MALONE SERVICE CO - SWAN LAKE PLANT,LOOP 197 S,,TEXAS CITY,TX,77590,14,GALVESTON,48167.0,29.333056,-94.902778,N,Currently on the Final NPL,N,N,"LOOP 197 S, TEXAS CITY, TX, 77590","(31.199534, -99.580976)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602922
6,602943,TXD980867279,ODESSA CHROMIUM #1,4318 BRAZOS AVE,,ODESSA,TX,79762,11,ECTOR,48135.0,31.881669,-102.4033,N,Currently on the Final NPL,N,N,"4318 BRAZOS AVE, ODESSA, TX, 79762","(31.880174204081634, -102.40348236734694)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602943
6,606872,TXD988034328,DELFASCO FORGE,114 NE 28TH STREET,,GRAND PRAIRIE,TX,75050,33,DALLAS,48113.0,32.750269,-96.963228,N,Currently on the Final NPL,N,N,"114 NE 28TH STREET, GRAND PRAIRIE, TX, 75050","(32.74968600271453, -96.96324640350753)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0606872
6,605240,TXN000605240,"LANE PLATING WORKS, INC",5322 Bonnie View Road,,DALLAS,TX,75241,30,DALLAS,48113.0,32.687886,-96.769485,N,Currently on the Final NPL,N,N,"5322 Bonnie View Road, DALLAS, TX, 75241","(32.687712700000006, -96.76908805)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605240
6,605649,TXN000605649,SANDY BEACH ROAD GROUND WATER PLUME,1653 JASON COURT,,PELICAN BAY,TX,76020,12,TARRANT,48439.0,32.928472,-97.525,N,Currently on the Final NPL,N,N,"1653 JASON COURT, PELICAN BAY, TX, 76020","(32.92122257900136, -97.52063416630828)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605649
6,606760,TXN000606760,NORTH EAST 2ND STREET SITE,201 NORTH GORDON STREET,,Happy,TX,79042,13,SWISHER,48437.0,34.745,-101.853333,N,Currently on the Final NPL,N,N,"201 NORTH GORDON STREET, Happy, TX, 79042","(34.744784, -101.853866)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0606760
6,606915,TXN000606915,RIVER CITY METAL FINISHING,12040 POTRANCO ROAD,,SAN ANTONIO,TX,78253,23,BEXAR,48029.0,29.430489,-98.731875,N,Currently on the Final NPL,N,N,"12040 POTRANCO ROAD, SAN ANTONIO, TX, 78253","(29.431025535353534, -98.72960597979798)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0606915
6,606965,TXN000606965,CIRCLE COURT GROUND WATER PLUME,117 CIRCLE COURT,,WILLOW PARK,TX,76087,12,PARKER,48367.0,32.744778000000004,-97.679763,N,Currently on the Final NPL,N,N,"117 CIRCLE COURT, WILLOW PARK, TX, 76087","(32.744399301125576, -97.67822255627429)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0606965
6,607093,TXN000607093,US OIL RECOVERY,400 AND 200 N. RICHEY STREET,,PASADENA,TX,77506,29,HARRIS,48201.0,29.718389,-95.221528,N,Currently on the Final NPL,N,N,"400 AND 200 N. RICHEY STREET, PASADENA, TX, 77506","(29.717476, -95.219921)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0607093
6,607441,TXN000607441,MAIN STREET GROUND WATER PLUME,COUNTY ROAD 340,,BURNET,TX,78611,25,BURNET,48053.0,30.737148,-98.22544,N,Currently on the Final NPL,N,N,"COUNTY ROAD 340, BURNET, TX, 78611","(30.749121, -98.069394)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0607441
8,801545,UT0001277359,INTERMOUNTAIN WASTE OIL REFINERY,995 SOUTH 500 WEST,,BOUNTIFUL,UT,84010,02,DAVIS,49011.0,40.879444,-111.889444,N,Deleted from the Final NPL,N,N,"995 SOUTH 500 WEST, BOUNTIFUL, UT, 84010","(40.87879534343434, -111.89211727272728)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0801545
8,800596,UTD000716399,WASATCH CHEMICAL CO. (LOT 6),1979 S 7TH W,,SALT LAKE CITY,UT,84104,02,SALT LAKE,49035.0,40.729002,-111.909924,N,Currently on the Final NPL,N,N,"1979 S 7TH W, SALT LAKE CITY, UT, 84104","(40.72766472794653, -111.91103566155961)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800596
8,800601,UTD000826404,KENNECOTT (SOUTH ZONE),10200 SOUTH 8400 WEST,,COPPERTON,UT,84006,03,SALT LAKE,49035.0,40.562793,-112.026187,Y,Removed from Proposed NPL,N,N,"10200 SOUTH 8400 WEST, COPPERTON, UT, 84006","(40.566011, -112.0608528)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800601
8,800636,UTD070926811,KENNECOTT (NORTH ZONE),12000 WEST 2100 SOUTH,,MAGNA,UT,84044,"01,02,03",SALT LAKE,49035.0,40.734036,-112.14104,N,Proposed for NPL,N,N,"12000 WEST 2100 SOUTH, MAGNA, UT, 84044","(40.7255123, -112.0703149)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800636
8,800649,UTD093119196,PETROCHEM RECYCLING CORP./EKOTEK PLANT,1628 N CHICAGO ST,,SALT LAKE CITY,UT,84116,01,SALT LAKE,49035.0,40.80319,-111.917713,N,Deleted from the Final NPL,N,N,"1628 N CHICAGO ST, SALT LAKE CITY, UT, 84116","(40.802864740613614, -111.918211)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800649
8,800663,UTD980635452,ROSE PARK SLUDGE PIT,1420 N 1100 W,,SALT LAKE CITY,UT,84116,01,SALT LAKE,49035.0,40.79995200000001,-111.92288,N,Deleted from the Final NPL,N,N,"1420 N 1100 W, SALT LAKE CITY, UT, 84116","(40.87557160606061, -111.91192393939393)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800663
8,800680,UTD980667240,UTAH POWER & LIGHT/AMERICAN BARREL CO.,600 W SOUTH TEMPLE,,SALT LAKE CITY,UT,84104,02,SALT LAKE,49035.0,40.770342,-111.90658,N,Currently on the Final NPL,N,N,"600 W SOUTH TEMPLE, SALT LAKE CITY, UT, 84104","(40.76951956386755, -111.90972225317448)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800680
8,800694,UTD980951388,SHARON STEEL CORP. (MIDVALE TAILINGS),"7800 SOUTH, 700 WEST",,MIDVALE,UT,84047,02,SALT LAKE,49035.0,40.607022,-111.910576,N,Deleted from the Final NPL,N,N,"7800 SOUTH, 700 WEST, MIDVALE, UT, 84047","(40.60972516130395, -111.92075045429421)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800694
8,800697,UTD980951420,MURRAY SMELTER,5300 S MAIN STREET,,MURRAY CITY,UT,84107,02,SALT LAKE,49035.0,40.65946,-111.89298,N,Proposed for NPL,N,N,"5300 S MAIN STREET, MURRAY CITY, UT, 84107","(40.6743431, -111.8912514)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800697
1,101435,VTD000509174,"TANSITOR ELECTRONICS, INC.",WEST RD,,BENNINGTON,VT,05201,00,BENNINGTON,50003.0,42.877781,-73.266669,N,Deleted from the Final NPL,N,N,"WEST RD, BENNINGTON, VT, 05201","(42.8823899, -73.2157571)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101435
1,102282,VTD048141741,"JARD COMPANY, INC.",259 BOWEN ROAD,,BENNINGTON,VT,05201,00,BENNINGTON,50003.0,42.888861,-73.189111,N,Currently on the Final NPL,N,N,"259 BOWEN ROAD, BENNINGTON, VT, 05201","(42.890909, -73.189851)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0102282
1,101463,VTD069910354,POWNAL TANNERY,ROUTE 346,,POWNAL,VT,05261,00,BENNINGTON,50003.0,42.797167,-73.26575,N,Currently on the Final NPL,N,N,"ROUTE 346, POWNAL, VT, 05261","(42.764317, -73.2341483)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101463
1,101475,VTD980520092,BFI SANITARY LANDFILL (ROCKINGHAM),RTE 5,,ROCKINGHAM,VT,05101,00,WINDHAM,50025.0,43.22638900000001,-72.439719,N,Currently on the Final NPL,N,N,"RTE 5, ROCKINGHAM, VT, 05101","(43.1800206, -72.50060298545702)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101475
1,101479,VTD980523062,PINE STREET CANAL,PINE STREET,,BURLINGTON,VT,05401,00,CHITTENDEN,50007.0,44.466669,-73.21806099999998,N,Currently on the Final NPL,N,N,"PINE STREET, BURLINGTON, VT, 05401","(44.4746829, -73.2154805)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101479
1,101491,VTD981062441,PARKER SANITARY LANDFILL,LILY POND RD.,,LYNDON,VT,05849,00,CALEDONIA,50005.0,44.518611,-71.989439,N,Currently on the Final NPL,N,N,"LILY POND RD., LYNDON, VT, 05849","(44.5498485, -71.9861421)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101491
1,101493,VTD981064223,BENNINGTON MUNICIPAL SANITARY LANDFILL,OFF HOUGHTON LANE,,BENNINGTON,VT,05201,00,BENNINGTON,50003.0,42.922219,-73.197781,N,Currently on the Final NPL,N,N,"OFF HOUGHTON LANE, BENNINGTON, VT, 05201","(42.9143514, -73.2089457)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101493
1,102065,VTD988366571,ELY COPPER MINE,TOWN HIGHWAY 38,,VERSHIRE,VT,05079,00,ORANGE,50017.0,43.927447,-72.28550600000001,N,Currently on the Final NPL,N,N,"TOWN HIGHWAY 38, VERSHIRE, VT, 05079","(43.9184536, -72.36713015564705)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0102065
1,102071,VTD988366621,ELIZABETH MINE,MINE ROAD,,STRAFFORD,VT,05070,00,ORANGE,50017.0,43.823889,-72.328889,N,Currently on the Final NPL,N,N,"MINE ROAD, STRAFFORD, VT, 05070","(43.835391, -72.344381)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0102071
1,102121,VTD988366720,PIKE HILL COPPER MINE,PIKE HILL ROAD,,CORINTH,VT,05039,00,ORANGE,50017.0,44.057333,-72.306917,N,Currently on the Final NPL,N,N,"PIKE HILL ROAD, CORINTH, VT, 05039","(44.0587, -72.264987)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0102121
1,101437,VTD000860239,OLD SPRINGFIELD LANDFILL,WILL DEAN RD,,SPRINGFIELD,VT,05156,00,WINDSOR,50027.0,43.272781,-72.466669,N,Currently on the Final NPL,N,N,"WILL DEAN RD, SPRINGFIELD, VT, 05156","(43.268111, -72.469005)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101437
3,302841,VA1170024813,NORFOLK NAVAL SHIPYARD,VICTORY BOULEVARD,,PORTSMOUTH,VA,23709,03,PORTSMOUTH CITY,51740.0,36.821944,-76.294722,N,Currently on the Final NPL,Y,Y,"VICTORY BOULEVARD, PORTSMOUTH, VA, 23709","(36.8053053, -76.3052376)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302841
3,302852,VA5170000181,ST. JULIENS CREEK ANNEX (U.S. NAVY),VICTORY BOULEVARD,,CHESAPEAKE,VA,23323,04,CHESAPEAKE CITY,51550.0,36.794167,-76.31222199999998,N,Currently on the Final NPL,Y,Y,"VICTORY BOULEVARD, CHESAPEAKE, VA, 23323","(36.7731791, -76.32643215)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302852
3,302853,VA5170022482,NAVAL AMPHIBIOUS BASE LITTLE CREEK,SHORE DRIVE (U.S. ROUTE 60),,VIRGINIA BEACH,VA,23455,02,VIRGINIA BEACH CITY,51810.0,36.906111,-76.147778,N,Currently on the Final NPL,Y,Y,"SHORE DRIVE (U.S. ROUTE 60), VIRGINIA BEACH, VA, 23455","(36.912065, -76.1894362)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302853
3,302858,VA6170061463,NORFOLK NAVAL BASE (SEWELLS POINT NAVAL COMPLEX),HELMICK ST,,NORFOLK,VA,23511,02,NORFOLK CITY,51710.0,36.940278,-76.300278,N,Currently on the Final NPL,Y,Y,"HELMICK ST, NORFOLK, VA, 23511","(36.9265524, -76.3113768)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302858
3,302526,VAD003127578,SALTVILLE WASTE DISPOSAL PONDS,168 PERRYVILLE RD,,SALTVILLE,VA,24370,09,SMYTH,51173.0,36.883339,-81.783331,N,Currently on the Final NPL,N,N,"168 PERRYVILLE RD, SALTVILLE, VA, 24370","(36.888741, -81.774067)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302526
3,302565,VAD042916361,"ARROWHEAD ASSOCIATES, INC./SCOVILL CORP.",RTE 3,,MONTROSS,VA,22520,01,WESTMORELAND,51193.0,38.086669,-76.791111,N,Currently on the Final NPL,N,N,"RTE 3, MONTROSS, VA, 22520","(38.0951338, -76.8274659)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302565
3,302581,VAD049957913,"C & R BATTERY CO., INC.",1320 BELLWOOD RD,,CHESTERFIELD COUNTY,VA,23237,04,CHESTERFIELD,51041.0,37.418,-77.415,N,Currently on the Final NPL,N,N,"1320 BELLWOOD RD, CHESTERFIELD COUNTY, VA, 23237","(37.417804, -77.4147515)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302581
3,302606,VAD070358684,"AVTEX FIBERS, INC.",404 KENDRICK LANE,,FRONT ROYAL,VA,22630,10,WARREN,51187.0,38.925561,-78.211669,N,Currently on the Final NPL,N,N,"404 KENDRICK LANE, FRONT ROYAL, VA, 22630","(38.93165865553382, -78.20587629257474)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302606
3,302639,VAD123933426,FORMER NANSEMOND ORDNANCE DEPOT,STATE ROUTE 135,,SUFFOLK,VA,23435,03,SUFFOLK CITY,51800.0,36.899722,-76.434722,N,Currently on the Final NPL,N,N,"STATE ROUTE 135, SUFFOLK, VA, 23435","(40.819376, -73.119622)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302639
3,306115,VAN000306115,PECK IRON AND METAL,3850 ELM AVENUE,,PORTSMOUTH,VA,23704,03,PORTSMOUTH CITY,51740.0,36.809464,-76.30882199999998,N,Currently on the Final NPL,N,N,"3850 ELM AVENUE, PORTSMOUTH, VA, 23704","(36.8077344, -76.30578804170267)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0306115
3,302667,VAD980551683,ABEX CORP.,RANDOLPH + GREEN ST,,PORTSMOUTH,VA,23704,03,PORTSMOUTH CITY,51740.0,36.8265,-76.3045,N,Currently on the Final NPL,N,N,"RANDOLPH + GREEN ST, PORTSMOUTH, VA, 23704","(36.825882, -76.313451)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302667
3,302756,VAD980712913,CHISMAN CREEK,WOLF TRAP RD,,YORK COUNTY,VA,23692,01,YORK,51199.0,37.177,-76.4631,N,Currently on the Final NPL,N,N,"WOLF TRAP RD, YORK COUNTY, VA, 23692","(37.180068, -76.461607)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302756
3,302836,VAD990710410,"ATLANTIC WOOD INDUSTRIES, INC.",3950 ELM ST,,PORTSMOUTH,VA,23704,"03,04",PORTSMOUTH CITY,51740.0,36.8065,-76.29899999999998,N,Currently on the Final NPL,N,N,"3950 ELM ST, PORTSMOUTH, VA, 23704","(50.789399, -1.0933582)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302836
10,1001761,WA0000026534,PALERMO WELL FIELD GROUND WATER CONTAMINATION,PALERMO AVENUE & O STREET,,TUMWATER,WA,98501.0,10,THURSTON,53067.0,47.001667,-122.904167,N,Currently on the Final NPL,N,N,"PALERMO AVENUE & O STREET, TUMWATER, WA, 98501.0","(47.0028936, -122.905056)",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=01001761
